id,site
1,http://news.ifeng.com/a/20181125/60172787_0.shtml?_zbs_hao123_pic1
2,https://www.hao123.com/mid?from=shoubai&amp;key=9288237188487279719
3,http://bbs.miercn.com/hao123tj_3rd/201811/1987025.html
4,https://www.hao123.com/mid?from=shoubai&amp;key=5733116021218116563
5,https://mini.eastday.com/a/n181125084352383.html?qid=hao123tj
6,https://www.hao123.com/mid?from=shoubai&amp;key=9295215238991982646
7,http://bbs.miercn.com/social/201811/1987453.html
8,https://mini.eastday.com/a/n181125075157679.html?qid=hao123news
9,https://www.hao123.com/mid?from=shoubai&amp;key=12850371354857300556
10,https://www.hao123.com/mid?from=shoubai&amp;key=9567189413796828446
11,https://www.hao123.com/mid?from=shoubai&amp;key=8941877797120491551
12,https://www.hao123.com/mid?from=shoubai&amp;key=8748879387139386026
13,https://mini.eastday.com/a/181124162833101.html?qid=hao123news
14,https://mini.eastday.com/a/181125082944978.html?qid=hao123news
15,https://mini.eastday.com/a/n181125080508935.html?qid=hao123news
16,https://mini.eastday.com/a/n181125130337356.html?qid=hao123news
17,http://bbs.miercn.com/hao123yl/201811/1987115.html
18,http://bbs.miercn.com/hao123yl/201811/1987055.html
19,http://news.ifeng.com/a/20181125/60172782_0.shtml?_zbs_hao123_pic
20,http://bbs.miercn.com/news/201811/1986957.html
21,https://www.hao123.com/mid?from=shoubai&amp;key=8902435802442474711
22,http://bbs.miercn.com/news4/201811/1986997.html
23,https://mil.eastday.com/a/181125065227071.html?qid=01434
24,http://bbs.miercn.com/news6/201811/1987005.html
25,http://news.ifeng.com/a/20181125/60172942_0.shtml?_zbs_hao123_pic
26,https://www.hao123.com/mid?from=shoubai&amp;key=8505315034457907561
27,https://www.hao123.com/mid?from=shoubai&amp;key=14556583940435233251
28,https://sports.eastday.com/a/181124235949145000000.html?qid=hao123lty
29,https://sports.eastday.com/a/181124235839503000000.html?qid=hao123lty
30,https://sports.eastday.com/a/181124175130678000000.html?qid=hao123lty
31,http://v.baidu.com/watch/8622436597885494342.html?fr=www.hao123.com/bangdan
32,http://v.hao123.baidu.com/video/news?rid=8823186101903776429
33,http://v.hao123.baidu.com/video/news?rid=7000249020822537215
34,http://www.hao123.com/zt/bmhsp
35,http://www.hao123.com/zt/ttsp
36,http://v.hao123.baidu.com/video/news?rid=13627766950420859698
37,http://v.hao123.baidu.com/dianshi/123934.htm
38,http://v.hao123.baidu.com/dianshi/121495.htm
39,http://v.hao123.baidu.com/dianshi/123475.htm
40,http://v.hao123.baidu.com/dianshi/122861.htm
41,http://v.hao123.baidu.com/dianshi/123334.htm
42,http://v.hao123.baidu.com/dianshi/124631.htm
43,http://v.baidu.com/watch/5336827558430491559.html?fr=www.hao123.com/bangdan
44,http://v.hao123.baidu.com/dianying/93471.htm
45,http://v.hao123.baidu.com/dianying/82136.htm
46,http://v.hao123.baidu.com/dianying/219161.htm
47,http://v.hao123.baidu.com/dianying/221501.htm
48,http://v.hao123.baidu.com/dianying/221553.htm
49,http://v.hao123.baidu.com/zongyi/120112.htm
50,http://v.hao123.baidu.com/zongyi/101178.htm
51,http://v.hao123.baidu.com/zongyi/101169.htm
52,http://v.hao123.baidu.com/zongyi/116767.htm
53,http://v.hao123.baidu.com/zongyi/121363.htm
54,http://v.hao123.baidu.com/zongyi/116746.htm
55,http://v.hao123.baidu.com/dongman/331501.htm
56,http://v.hao123.baidu.com/dongman/331492.htm
57,http://v.hao123.baidu.com/dongman/331468.htm
58,http://v.hao123.baidu.com/dongman/297044.htm
59,http://v.hao123.baidu.com/dongman/297099.html
60,http://v.hao123.baidu.com/dongman/294537.htm
61,http://game.hao123.com/zt/xyx
62,http://xyx.hao123.com/game/84634.html
63,http://xyx.hao123.com/game/519343.html
64,http://xyx.hao123.com/game/528853.html
65,http://xyx.hao123.com/game/264595.html
66,http://www.hao123.com/zt/qiaohu
67,http://www.hao123.com/zt/shuangren
68,http://www.hao123.com/zt/gamejhzt
69,http://www.hao123.com/zt/xyxddz
70,http://xyx.hao123.com/game/62904.html
71,http://www.hao123.com/zt/yyztcycs2
72,http://www.hao123.com/zt/yyztmfwz
73,http://www.hao123.com/zt/yyztquz
74,http://game.hao123.com/base/detail?gid=554
75,http://game.hao123.com/base/detail?gid=548
76,http://www.hao123.com/zt/lianliankan
77,http://xyx.hao123.com/game/539598.html
78,http://xyx.hao123.com/game/325430.html
79,http://xyx.hao123.com/game/81287.html
80,http://xyx.hao123.com/game/511804.html
81,http://game.hao123.com/base/detail?gid=547
82,http://game.hao123.com/base/detail?gid=549
83,http://game.hao123.com/base/detail?gid=551
84,http://game.hao123.com/base/detail?gid=553
85,http://game.hao123.com/base/detail?gid=555
86,http://game.hao123.com/base/detail?gid=556
87,http://game.hao123.com/base/detail?gid=557
88,http://game.hao123.com/base/detail?gid=542
89,http://game.hao123.com/base/detail?gid=558
90,http://game.hao123.com/base/detail?gid=522
91,http://game.hao123.com/card/305
92,http://game.hao123.com/card/316
93,http://game.hao123.com/card/313
94,http://game.hao123.com/card/308
95,http://game.hao123.com/card/297
96,http://game.hao123.com/card/295
97,http://game.hao123.com/card/293
98,http://game.hao123.com/card/291
99,http://game.hao123.com/card/284
100,http://game.hao123.com/card/264
101,https://sy.hao123.com/qy/72848
102,http://sy.hao123.com/qy/72846
103,https://sy.hao123.com/qy/67544
104,https://sy.hao123.com/qy/72832
105,https://sy.hao123.com/qy/72858
106,https://sy.hao123.com/qy/71094
107,http://www.hao123.com/zt/sywzry
108,http://sy.hao123.com/qy/72864
109,http://sy.hao123.com/qy/72951
110,https://sy.hao123.com/qy/72739
111,https://s.click.taobao.com/ebTzkew
112,https://s.click.taobao.com/t?e=m%3D2%26s%3DowZclsMGGgMcQipKwQzePCperVdZeJviK7Vc7tFgwiFRAdhuF14FMRyqwgyq7O6L5x%2BIUlGKNpX%2FTrTNBNETjAtOHPHN0vss53ZBKZqPJMp76A%2FjR6iWHo7LAa3DUrM2zt5vEinufIVAFEHVckI7bzf4jhAOeAhT8KkrmgW0Wzzq5lHP7w4WNJ3PLI70IiRV1BzquzWonCvGDmntuH4VtA%3D%3D
113,https://s.click.taobao.com/t?e=m%3D2%26s%3DgOrTt%2B3P02wcQipKwQzePCperVdZeJviK7Vc7tFgwiFRAdhuF14FMapJK1l0vKcy8sviUM61dt3%2FTrTNBNETjAtOHPHN0vssdrfm8oEMJu44mi0uFUsYcY7LAa3DUrM2zt5vEinufIVAFEHVckI7b%2B0LptVJ0%2BgRax1Jg6Rhl%2F1%2BPGXoAieI2r83SSGhKw4KanI%2BhgYmnMtG4ybd2yV57E64rLpkatXyI8uGSyeGq2MHzZI089hXeN7hdrGX5UWJusOrsVEs3vGoHAiKeX5n10pq3n%2FLrlcykXRjIjpUFhQP7gX9e0IASW8tN5gTkBazLnhQwt2ExY4rYepRjNU%2BxFx5VAJbISNOWQsPoD1uSyrMe1P4cGLwbu1faKNnipooaSPSJyQgfYQIHiTch6dCdeIKl4JSR4lzxgxdTc00KD8%3D
114,https://s.click.taobao.com/t?e=m%3D2%26s%3DsCEWOtZ6KxEcQipKwQzePCperVdZeJviK7Vc7tFgwiFRAdhuF14FMSXR9cYHGJgut4hWD5k2kjP%2FTrTNBNETjAtOHPHN0vssGHjditg6u3homJPLnKgAeI7LAa3DUrM2zt5vEinufIVAFEHVckI7b5%2FNZpdQjSxu1vgFTVPz8ONCDbOiFo9dg2qFT2L8zA8AIfKH62tOgJUakMeC9Puv%2FYf%2FIlavVso5MF9My27CbM%2FNdRfu0sTe99S1Dtqn0J97WgRn6%2F9rVEVkT7HYkGKgSF0hO9fBPG8oXH%2BQH9e66Y4%3D
115,https://s.click.taobao.com/t?e=m%3D2%26s%3DbpXnq6hq44wcQipKwQzePCperVdZeJviK7Vc7tFgwiFRAdhuF14FMf%2BgY7lzaSieRitN3%2FurF3z%2FTrTNBNETjAtOHPHN0vsspbbzw0jrI3LU%2Ba4NRpSyco7LAa3DUrM2zt5vEinufIVAFEHVckI7b%2BAxILj%2BrCAE%2FmmZgXiuTYXwdM%2FKpa7%2FowBXgSuv7Sv7KtseCpInTy9xKmPmpIKZsA%3D%3D
116,https://s.click.taobao.com/t?e=m%3D2%26s%3DvXs83NfAQ8McQipKwQzePCperVdZeJviK7Vc7tFgwiFRAdhuF14FMSnnp3todt2tlovu%2FCElQOv%2FTrTNBNETjAtOHPHN0vsswMtcQQb5DKUtkdEDdzMdg47LAa3DUrM2zt5vEinufIVAFEHVckI7b5%2FNZpdQjSxu1vgFTVPz8OPAUxBJ7QMuvGU9XPFmibuZdYe117SOeFa%2BoGWVbLq%2FB%2FvmKFGaCytsgCAVKle7GoGcCKkR8Mb495w1gkkfEjQ%2FomfkDJRs%2BhU%3D
117,https://s.click.taobao.com/IGHeuAx
118,http://tejia.hao123.com/shuma
119,http://tejia.hao123.com/shangxin
120,http://tejia.hao123.com/nvzhuang
121,http://site.baidu.com/	http:/tejia.hao123.com/nvzhuang?s=1&amp;where=default&amp;name=%E4%B8%AD%E8%80%81%E5%B9%B4%E5%A5%B3%E8%A3%85
122,http://tejia.hao123.com/fengding
123,http://tejia.hao123.com/jujia?s=1&amp;where=default&amp;name=%E5%AE%B6%E7%94%B5
124,http://tejia.hao123.com/muying?s=1&amp;where=default&amp;name=%E5%A9%B4%E7%AB%A5%E7%A9%BF%E7%9D%80
125,http://tejia.hao123.com/shipin?s=1&amp;where=default&amp;name=%E8%90%A5%E5%85%BB%E7%94%9F%E9%B2%9C
126,http://tejia.hao123.com/search?name=%E8%BF%90%E5%8A%A8%E9%9E%8B&amp;tn=comhao123&amp;ie=utf-8
127,http://tejia.hao123.com/jujia?s=1&amp;where=default&amp;name=%E8%BD%A6%E5%93%81%E9%85%8D%E4%BB%B6
128,http://tejia.hao123.com/search?name=%E8%A1%AC%E8%A1%AB&amp;tn=comhao123&amp;ie=utf-8
129,http://tejia.hao123.com/jujia?s=1&amp;where=default&amp;name=%E5%AE%B6%E7%BA%BA
130,http://tejia.hao123.com/search?name=%E5%8E%A8%E6%88%BF&amp;tn=comhao123&amp;ie=utf-8
131,http://tejia.hao123.com/nvzhuang?s=1&amp;where=default&amp;name=%E5%86%85%E8%A1%A3
132,http://tejia.hao123.com/search?name=%E7%89%9B%E4%BB%94&amp;tn=comhao123&amp;ie=utf-8
133,http://tejia.hao123.com/nvzhuang?s=1&amp;where=default&amp;name=%E8%A3%99%E8%A3%85
134,http://tejia.hao123.com/jujia?s=1&amp;where=default&amp;name=%E5%85%B6%E4%BB%96
135,http://tejia.hao123.com/shipin?s=1&amp;where=default&amp;name=%E7%B2%AE%E6%B2%B9%E5%B9%B2%E8%B4%A7
136,http://tejia.hao123.com/search?name=T%E6%81%A4&amp;tn=comhao123&amp;ie=utf-8
137,http://tejia.hao123.com/search?name=%E5%85%BB%E7%94%9F&amp;tn=comhao123&amp;ie=utf-8
138,http://tejia.hao123.com/search?name=%E6%B4%97%E6%8A%A4&amp;tn=comhao123&amp;ie=utf-8
139,http://tejia.hao123.com/search?name=%E7%BA%B8&amp;tn=comhao123&amp;ie=utf-8
140,http://tejia.hao123.com/search?name=%E5%A5%97%E8%A3%85&amp;tn=comhao123&amp;ie=utf-8
141,http://tejia.hao123.com/cheap?tn=comhao123
142,http://tejia.hao123.com/search?name=%E8%8C%B6&amp;tn=comhao123&amp;ie=utf-8
143,http://tejia.hao123.com/search?name=POLO%E8%A1%AB&amp;tn=comhao123&amp;ie=utf-8
144,http://tejia.hao123.com/jujia?s=1&amp;where=default&amp;name=%E6%96%87%E5%A8%B1
145,http://tejia.hao123.com/nvzhuang?s=1&amp;where=default&amp;name=%E8%A3%A4%E8%A3%85
146,http://tejia.hao123.com/search?name=%E6%94%B6%E7%BA%B3&amp;tn=comhao123&amp;ie=utf-8
147,http://tejia.hao123.com/shuma?s=1&amp;where=default&amp;name=%E6%89%8B%E6%9C%BA%E5%91%A8%E8%BE%B9
148,http://tejia.hao123.com/shipin?s=1&amp;where=default&amp;name=%E8%8C%B6%E9%85%92
149,http://tejia.hao123.com/muying?s=1&amp;where=default&amp;name=%E7%8E%A9%E5%85%B7%E6%97%A9%E6%95%99
150,http://tejia.hao123.com/search?name=%E6%B1%BD%E8%BD%A6&amp;tn=comhao123&amp;ie=utf-8
151,http://tejia.hao123.com/shipin?s=1&amp;where=default&amp;name=%E4%BC%91%E9%97%B2%E9%A3%9F%E5%93%81
152,http://tejia.hao123.com/search?name=%E4%B9%A6&amp;tn=comhao123&amp;ie=utf-8
153,http://tejia.hao123.com/nvzhuang?s=1&amp;where=default&amp;name=%E9%92%88%E7%BB%87%E8%A1%AB
154,http://tejia.hao123.com/jujia
155,http://tejia.hao123.com/search?name=%E7%9A%AE%E9%9E%8B&amp;tn=comhao123&amp;ie=utf-8
156,http://tejia.hao123.com/search?name=%E6%8C%89%E6%91%A9&amp;tn=comhao123&amp;ie=utf-8
157,http://tejia.hao123.com/nanzhuang?s=1&amp;where=default&amp;name=%E4%B8%8A%E8%A3%85
158,http://tejia.hao123.com/search?name=%E8%8A%B1%E8%8C%B6&amp;tn=comhao123&amp;ie=utf-8
159,http://tejia.hao123.com/search?name=%E9%94%85&amp;tn=comhao123&amp;ie=utf-8
160,http://tejia.hao123.com/search?name=%E8%80%81%E5%B9%B4%E9%9E%8B&amp;tn=comhao123&amp;ie=utf-8
161,http://www.12377.cn/txt/2018-11/06/content_40563045.htm
162,http://www.12377.cn/txt/2018-11/22/content_40587497.htm
163,http://www.12377.cn/txt/2018-11/22/content_40587476.htm
164,http://www.12377.cn/txt/2018-11/13/content_40572791.htm
165,http://www.12377.cn/txt/2018-11/13/content_40572867.htm
166,http://www.12377.cn/txt/2018-09/12/content_40499933.htm
167,http://www.12377.cn/txt/2017-12/29/content_40125198.htm
168,http://www.12377.cn/txt/2018-05/02/content_40313526.htm
169,http://www.12377.cn/txt/2018-10/15/content_40534458.htm
170,http://www.12377.cn/txt/2018-10/18/content_40539062.htm
171,http://www.12377.cn/txt/2018-10/18/content_40538657.htm
172,http://www.12377.cn/txt/2018-08/16/content_40463355.htm
173,http://www.12377.cn/txt/2018-06/13/content_40381514.htm
174,http://www.12377.cn/txt/2018-06/13/content_40381516.htm
175,http://www.12377.cn/txt/2018-11/13/content_40572893.htm
176,http://www.12377.cn/txt/2018-10/15/content_40534370.htm
177,http://www.12377.cn/txt/2018-09/12/content_40500194.htm
178,http://www.12377.cn/txt/2018-08/15/content_40461215.htm
179,http://www.12377.cn/txt/2018-08/01/content_40443417.htm
180,http://www.12377.cn/txt/2018-11/16/content_40579171.htm
181,http://www.12377.cn/txt/2018-11/14/content_40575199.htm
182,http://www.12377.cn/txt/2018-11/12/content_40571247.htm
183,http://www.12377.cn/txt/2018-11/09/content_40568948.htm
184,http://www.12377.cn/txt/2018-10/29/content_40552895.htm
185,http://www.12377.cn/txt/2018-11/23/content_40589026.htm
186,http://www.12377.cn/txt/2018-11/21/content_40585081.htm
187,http://www.12377.cn/txt/2018-11/20/content_40583152.htm
188,http://www.12377.cn/txt/2018-11/20/content_40583184.htm
189,http://www.12377.cn/txt/2018-11/19/content_40581315.htm
190,http://www.12377.cn/txt/2018-11/21/content_40584990.htm
191,http://www.12377.cn/txt/2018-09/03/content_40485878.htm
192,http://www.12377.cn/txt/2016-11/08/content_9142165.htm
193,http://www.12377.cn/txt/2014-11/02/content_7339187.htm
194,http://www.12377.cn/txt/2017-09/10/content_40006901.htm
195,http://passport.iqiyi.com/pages/secure/index.action
196,https://security.iqiyi.com/me.html#me
197,https://security.iqiyi.com/me.html#profile
198,http://yule.iqiyi.com
199,http://sports.iqiyi.com
200,http://news.iqiyi.com
201,http://www.iqiyi.com/dongman/
202,http://life.iqiyi.com
203,http://child.iqiyi.com/
204,http://baby.iqiyi.com
205,http://edu.iqiyi.com/
206,http://www.iqiyi.com/health/
207,http://music.iqiyi.com
208,http://fun.iqiyi.com
209,http://f.iqiyi.com
210,http://dv.iqiyi.com
211,http://www.iqiyi.com/lvyou/
212,http://paike.iqiyi.com
213,http://www.iqiyi.com/u/editor/
214,http://www.iqiyi.com/u/channel
215,http://www.iqiyi.com/u/video
216,http://www.iqiyi.com/u/a/video
217,http://www.iqiyi.com/dv/iPartner.html
218,http://paike.iqiyi.com
219,http://top.iqiyi.com
220,http://gongyi.iqiyi.com
221,http://www.iqiyi.com/tese/
222,http://yule.iqiyi.com
223,http://sports.iqiyi.com
224,http://news.iqiyi.com
225,http://www.iqiyi.com/dongman/
226,http://life.iqiyi.com
227,http://child.iqiyi.com/
228,http://baby.iqiyi.com
229,http://edu.iqiyi.com/
230,http://www.iqiyi.com/health/
231,http://music.iqiyi.com
232,http://fun.iqiyi.com
233,http://f.iqiyi.com
234,http://dv.iqiyi.com
235,http://www.iqiyi.com/lvyou/
236,http://paike.iqiyi.com
237,http://www.iqiyi.com/u/editor/
238,http://www.iqiyi.com/u/channel
239,http://www.iqiyi.com/u/video
240,http://www.iqiyi.com/u/a/video
241,http://www.iqiyi.com/dv/iPartner.html
242,http://paike.iqiyi.com
243,http://top.iqiyi.com
244,http://gongyi.iqiyi.com
245,http://www.iqiyi.com/tese/
246,https://vip.game.iqiyi.com
247,https://pay.game.iqiyi.com?web_from=3&l_p_choice=75
248,http://www.iqiyi.com/dv/iPartner.html
249,http://www.iqiyi.com/u/fav
250,http://www.iqiyi.com/u/video
251,http://www.madisonboom.com/
252,http://www.oneshow.com.cn/
253,http://www.58pic.com/
254,http://www.docin.com/
255,http://www.iqiyi.com/ad/ http:/fun.iqiyi.com/
256,http://gaoxiao.114la.com/
257,http://www.360ope.com/
258,http://www.iqiyi.com/dv/iPartner.html
259,https://www.idarex.com/
260,http://www.iqiyi.com/u/xiaoyi
261,http://breadtrip.com/
262,http://www.ilvxing.com/
263,http://tieba.baidu.com/
264,http://www.iqiyi.com/u/2322001275
265,http://lvyou.baidu.com/
266,http://www.aee.com/
267,http://www.ellechina.com/men/
268,http://www.shanghaik11.com/k11web/
269,http://www.go2tw.cn/
270,https://live.iqiyi.com/rank
271,http://www.iqiyi.com/dv/iPartner.html
272,http://yule.iqiyi.com
273,http://sports.iqiyi.com
274,http://news.iqiyi.com
275,http://www.iqiyi.com/dongman/
276,http://life.iqiyi.com
277,http://child.iqiyi.com/
278,http://baby.iqiyi.com
279,http://edu.iqiyi.com/
280,http://www.iqiyi.com/health/
281,http://music.iqiyi.com
282,http://fun.iqiyi.com
283,http://f.iqiyi.com
284,http://dv.iqiyi.com
285,http://www.iqiyi.com/lvyou/
286,http://paike.iqiyi.com
287,http://paike.iqiyi.com
288,http://top.iqiyi.com
289,http://gongyi.iqiyi.com
290,http://www.iqiyi.com/tese/
291,https://live.iqiyi.com/rank
292,http://yule.iqiyi.com
293,http://sports.iqiyi.com
294,http://news.iqiyi.com
295,http://www.iqiyi.com/dongman/
296,http://life.iqiyi.com
297,http://child.iqiyi.com/
298,http://baby.iqiyi.com
299,http://edu.iqiyi.com/
300,http://www.iqiyi.com/health/
301,http://music.iqiyi.com
302,http://fun.iqiyi.com
303,http://f.iqiyi.com
304,http://dv.iqiyi.com
305,http://www.iqiyi.com/lvyou/
306,http://paike.iqiyi.com
307,http://www.iqiyi.com/u/editor/
308,http://www.iqiyi.com/u/channel
309,http://www.iqiyi.com/u/video
310,http://www.iqiyi.com/u/a/video
311,http://www.iqiyi.com/dv/iPartner.html
312,http://paike.iqiyi.com
313,http://top.iqiyi.com
314,http://gongyi.iqiyi.com
315,http://www.iqiyi.com/tese/
